headline,category,date,link
Trump’s Cuban reset,World,18-Jun-17,https://knappily.com/world/trumps-cuban-reset/5945bae242e3a515a8ec6669
"Serbia gets its first gay, female PM",World,16-Jun-17,https://knappily.com/world/serbia-gets-its-first-gay-female-pm/5943f9450c8071cd41e60449
RIL and BP ramp up KG basin investment,World,16-Jun-17,https://knappily.com/world/ril-and-bp-ramp-up-kg-basin-investment/5943886b9cdb1a70c387b1be
Dead woman walking,World,14-Jun-17,https://knappily.com/world/dead-woman-walking/594152d672e59be95ada8265
The Battle of Marawi rages on,World,13-Jun-17,https://knappily.com/world/the-battle-of-marawi-rages-on/594028199cdb1a70c387b128
Where failure is showcased,World,11-Jun-17,https://knappily.com/world/where-failure-is-showcased/593d6940c3690deb157944fd
Chabahar Project faces an uncertain future,World,10-Jun-17,https://knappily.com/world/chabahar-project-faces-an-uncertain-future/593c1842b652ac70bd00cf13
The United Kingdom of chaos,World,09-Jun-17,https://knappily.com/world/the-united-kingdom-of-chaos/593a8f1c9cdb1a70c387b017
The Comey testimony,World,09-Jun-17,https://knappily.com/world/the-comey-testimony/593a50849cdb1a70c387afe9
When Terror visited Tehran,World,09-Jun-17,https://knappily.com/world/when-terror-visited-tehran/593a189f9cdb1a70c387afca
"India enters SCO, but with Pakistan",World,08-Jun-17,https://knappily.com/world/india-enters-sco-but-with-pakistan/593934279cdb1a70c387afa0
Co-managing India-Bangladesh floods,World,06-Jun-17,https://knappily.com/world/co-managing-india-bangladesh-floods/593693c0b652ac70bd00cdec
Middle East faces Qatarstrophe,World,06-Jun-17,https://knappily.com/world/middle-east-faces-qatarstrophe/59365d249cdb1a70c387af00
"Three months, three attacks, new normal",World,05-Jun-17,https://knappily.com/world/three-months-three-attacks-new-normal/5934ec0fb652ac70bd00cd61
Above and beyond Paris,World,04-Jun-17,https://knappily.com/world/above-and-beyond-paris/59343a4bc3690deb157943ce
When the ‘other’ becomes one of you,World,04-Jun-17,https://knappily.com/world/when-the-other-becomes-one-of-you/5933f1bbb652ac70bd00cd48
Seventy years together,World,02-Jun-17,https://knappily.com/world/seventy-years-together/59313cd89cdb1a70c387ae01
The long shot that is ‘Arab NATO’,World,01-Jun-17,https://knappily.com/world/the-long-shot-that-is-arab-nato/592fcf2bb652ac70bd00cc4c
A thousand tragedies per square mile,World,01-Jun-17,https://knappily.com/world/a-thousand-tragedies-per-square-mile/592faac172e59be95ada7e70
Lipstick on the pig,World,31-May-17,https://knappily.com/world/lipstick-on-the-pig/592ee5a9b652ac70bd00cc2a
Mora makes landfall,World,30-May-17,https://knappily.com/world/mora-makes-landfall/592db909932e220430087332
Will EU reciprocate India's FTA gesture?,World,30-May-17,https://knappily.com/world/will-eu-reciprocate-indias-fta-gesture/592d5340533b1b0436e59388
A maritime story,World,29-May-17,https://knappily.com/world/a-maritime-story/592c539672e59be95ada7d71
Chaos at Heathrow,World,29-May-17,https://knappily.com/world/chaos-at-heathrow/592bcdd3f16692413ac9135f
Donald Trump vs. Everybody Else,World,28-May-17,https://knappily.com/world/donald-trump-vs-everybody-else/592ab7585f549a413b2fd473
Pakistan hikes its Defence Budget,World,28-May-17,https://knappily.com/world/pakistan-hikes-its-defence-budget/592a8accc3690deb157941aa
A World Health Organization for the entire world,World,28-May-17,https://knappily.com/world/a-world-health-organization-for-the-entire-world/592a53065f549a413b2fd464
Trump's Israel gamble,World,25-May-17,https://knappily.com/world/trumps-israel-gamble/5926d360f16692413ac91254
The Great Chinese Downgrade,World,25-May-17,https://knappily.com/world/the-great-chinese-downgrade/59268e3e72e59be95ada7c78
The control center of cyber chaos,World,23-May-17,https://knappily.com/world/the-control-center-of-cyber-chaos/59245d5872e59be95ada7bf6
The forgotten crisis,World,23-May-17,https://knappily.com/world/the-forgotten-crisis/59241ac072e59be95ada7be9
Trump’s tremendous Saudi visit,World,21-May-17,https://knappily.com/world/trumps-tremendous-saudi-visit/5921433280d58707369fdefd
The curious case of Kudankulam,World,21-May-17,https://knappily.com/world/the-curious-case-of-kudankulam/59211acb9989f407359cb4d1
Iran votes for reform,World,20-May-17,https://knappily.com/world/iran-votes-for-reform/592065cf8d8338164b48bce2
The shrinking Royal Family of Japan,World,18-May-17,https://knappily.com/world/the-shrinking-royal-family-of-japan/591d74150db3162214ba921e
"Macron, Merkel and the Franco-German axis",World,16-May-17,https://knappily.com/world/macron-merkel-and-the-franco-german-axis/591abbeb3278109f21214e5c
"Now, Cholera strikes Yemen",World,16-May-17,https://knappily.com/world/now-cholera-strikes-yemen/591a757346b821749de657a1
"In Pakistan, Army calls the shots",World,13-May-17,https://knappily.com/world/in-pakistan-army-calls-the-shots/5916851a8fa20377033f7a24
The pandemic philosophy of Albert Camus,Ethics,18-Oct-20,https://knappily.com/ethics/the-pandemic-philosophy-of-albert-camus-224
Resignation Syndrome: And I hereby withdraw from the world,Ethics,14-Oct-20,https://knappily.com/ethics/resignation-syndrome-and-i-hereby-withdraw-from-the-world-264
Gandhi: because right is right and wrong is wrong,Ethics,02-Oct-20,https://knappily.com/ethics/gandhi-because-right-is-right-and-wrong-is-wrong-188
Resilience: the obstacle is the path,Ethics,23-Sep-20,https://knappily.com/ethics/resilience-the-obstacle-is-the-path-699
Do we need animals to make meat?,Ethics,16-Sep-20,https://knappily.com/ethics/do-we-need-animals-to-make-meat-564
Shall we reopen the schools?,Ethics,11-Sep-20,https://knappily.com/ethics/shall-we-reopen-the-schools-992
Christchurch terrorist sentenced to life without parole,Ethics,27-Aug-20,https://knappily.com/ethics/christchurch-terrorist-sentenced-to-life-without-parole-129
Gambaru: Why poor health will not stop Shinzo Abe,Ethics,25-Aug-20,https://knappily.com/ethics/gambaru-why-poor-health-will-not-stop-shinzo-abe-123
Party begins in Wuhan,Ethics,18-Aug-20,https://knappily.com/ethics/party-begins-in-wuhan-662
Kant: You are an end in yourself,Ethics,17-Aug-20,https://knappily.com/ethics/kant-you-are-an-end-in-yourself-345
Lessons from the Kozhikode air crash,Ethics,08-Aug-20,https://knappily.com/ethics/lessons-from-the-kozhikode-air-crash-288
Hiroshima: 75 years later,Ethics,07-Aug-20,https://knappily.com/ethics/hiroshima-75-years-later-991
Chanakya: Good governance is not an accident,Ethics,29-Jul-20,https://knappily.com/ethics/chanakya-good-governance-is-not-an-accident-504
Maksym Krivosh: the ‘terrorist’ who loves stray dogs,Ethics,22-Jul-20,https://knappily.com/ethics/maksym-krivosh-the-terrorist-who-loves-stray-dogs-713
Malawi’s albino people are murdered for white magic,Ethics,22-Jul-20,https://knappily.com/ethics/malawis-albino-people-live-with-fear-of-death-462
Probity: the philosophical basis of governance,Ethics,19-Jul-20,https://knappily.com/ethics/probity-the-philosophical-basis-of-governance-784
"Time is, was, will be",Ethics,18-Jul-20,https://knappily.com/ethics/time-is-was-will-be-455
The United States resumes federal executions,Ethics,15-Jul-20,https://knappily.com/ethics/the-united-states-resumes-federal-executions-890
Srebrenica: 25 years of genocide denial,Ethics,12-Jul-20,https://knappily.com/ethics/srebrenica-25-years-of-genocide-denial-638
Quantum Suicide: you will live forever,Ethics,04-Jul-20,https://knappily.com/ethics/quantum-suicide-you-will-live-forever-261
Woodrow Wilson: a peaceful racist,Ethics,28-Jun-20,https://knappily.com/ethics/woodrow-wilson-a-peaceful-racist-845
Nepotism: the philosophy of well-connected uncles,Ethics,26-Jun-20,https://knappily.com/ethics/nepotism-the-philosophy-of-well-connected-uncles-118
"Jessi Combs: chase greatness, and die trying",Ethics,25-Jun-20,https://knappily.com/ethics/jessi-combs-chase-greatness-and-die-trying-794
Aristotle: more than the sum of his parts,Ethics,17-Jun-20,https://knappily.com/ethics/aristotle-more-than-the-sum-of-his-parts-256
"Winston Churchill, a clear-cut racist",Ethics,11-Jun-20,https://knappily.com/ethics/winston-churchill-a-clear-cut-racist-551
J K Rowling vs. Harry Potter,Ethics,09-Jun-20,https://knappily.com/ethics/j-k-rowling-vs-harry-potter-903
"Gandhi: Right is right, wrong is wrong",Ethics,08-Jun-20,https://knappily.com/ethics/gandhi-right-is-right-wrong-is-wrong-309
The unforgivable racism of King Leopold II,Ethics,05-Jun-20,https://knappily.com/ethics/the-unforgivable-racism-of-king-leopold-ii-622
America rises and burns over George Floyd,Ethics,31-May-20,https://knappily.com/ethics/america-rises-and-burns-over-george-floyd-254
Twitter vs. Trump,Ethics,29-May-20,https://knappily.com/ethics/twitter-vs-trump-468
Beware the lollipop of mediocrity,Ethics,24-May-20,https://knappily.com/ethics/beware-the-lollipop-of-mediocrity-529
France arrests the mastermind of Rwandan genocide,Ethics,17-May-20,https://knappily.com/ethics/france-arrests-the-mastermind-of-rwandan-genocide-120
Will India cancel Gilead's remdesivir patent?,Ethics,15-May-20,https://knappily.com/ethics/will-india-cancel-gileads-remdesivir-patent-324
Coronavirus: UN warns of ‘tsunami of hate’,Ethics,08-May-20,https://knappily.com/ethics/coronavirus-un-warns-of-tsunami-of-hate-524
The unfinished story of Daniel Pearl,Ethics,03-May-20,https://knappily.com/ethics/the-unfinished-story-of-daniel-pearl-574
Elon Musk: the nihilist returns,Ethics,02-May-20,https://knappily.com/ethics/elon-musk-the-nihilist-returns-772
Kindness is the best vaccine,Ethics,01-May-20,https://knappily.com/ethics/kindness-is-the-best-vaccine-156
Coronavirus will end India’s circus,Ethics,26-Apr-20,https://knappily.com/ethics/coronavirus-will-end-indias-circus-657
You only lose what you cling to,Ethics,21-Apr-20,https://knappily.com/ethics/you-only-lose-what-you-cling-to-961
The virus didn’t kill the elders,Ethics,19-Apr-20,https://knappily.com/ethics/the-virus-didnt-kill-the-elders-988
"Hitler, the philosopher",Ethics,19-Apr-20,https://knappily.com/ethics/hitler-the-philosopher-244
God from the lens of Indian Philosophy,Ethics,17-Apr-20,https://knappily.com/ethics/god-from-the-lens-of-indian-philosophy-595
Tom Moore: a walk to remember,Ethics,16-Apr-20,https://knappily.com/ethics/tom-moore-a-walk-to-remember-124
Coronavirus: Renters vs. Landlords,Ethics,14-Apr-20,https://knappily.com/ethics/coronavirus-renters-vs-landlords-695
The existentialism of coronavirus,Ethics,14-Apr-20,https://knappily.com/ethics/the-existentialism-of-coronavirus-684
Stray animals need your help,Ethics,12-Apr-20,https://knappily.com/ethics/stray-animals-need-your-help-219
Superman: finding value in suffering,Ethics,12-Apr-20,https://knappily.com/ethics/superman-finding-value-in-suffering-364
The philosophy of money,Ethics,10-Apr-20,https://knappily.com/ethics/the-philosophy-of-money-346
Coronavirus and the philosophy of death,Ethics,07-Apr-20,https://knappily.com/ethics/coronavirus-and-the-philosophy-of-death-803
The philosophy of sadness,Ethics,05-Apr-20,https://knappily.com/ethics/the-philosophy-of-sadness-353
"When all this is done, let’s return",Ethics,02-Apr-20,https://knappily.com/ethics/when-all-this-is-done-lets-return-910
"Coronavirus: Iran struggles, but sanctions remain",Ethics,02-Apr-20,https://knappily.com/ethics/coronavirus-iran-struggles-but-sanctions-remain-341
"Thank You, Doctor",Ethics,31-Mar-20,https://knappily.com/ethics/thank-you-doctor-109
Coronavirus: God goes online,Ethics,21-Mar-20,https://knappily.com/ethics/coronavirus-god-goes-online-539
Coronavirus: Let’s fight for the seniors,Ethics,19-Mar-20,https://knappily.com/ethics/coronavirus-lets-fight-for-the-seniors-409
Coronavirus is not ‘Chinese Virus’,Ethics,18-Mar-20,https://knappily.com/ethics/coronavirus-is-not-chinese-virus-198
Fatalism: let it burn; see what remains,Ethics,16-Mar-20,https://knappily.com/ethics/fatalism-let-it-burn-see-what-remains-703
Utilitarianism: for the greater good,Ethics,15-Mar-20,https://knappily.com/ethics/utilitarianism-for-the-greater-good-205
#MeToo ends Harvey Weinstein,Ethics,12-Mar-20,https://knappily.com/ethics/metoo-ends-harvey-weinstein-298
Maya: reality is an illusion,Ethics,09-Mar-20,https://knappily.com/ethics/maya-reality-is-an-illusion-220
Happy Women’s Day. And Men’s Year.,Ethics,08-Mar-20,https://knappily.com/ethics/happy-womens-day-and-mens-year-692
Turkey unleashes migrants on Fortress Europe,Ethics,02-Mar-20,https://knappily.com/ethics/turkey-unleashes-migrants-on-fortress-europe-595
Xia Boyu: the power of a dream,Ethics,19-Feb-20,https://knappily.com/ethics/xia-boyu-the-power-of-a-dream-403
A greener way to go,Ethics,17-Feb-20,https://knappily.com/ethics/a-greener-way-to-go-548
A scam called Valentine’s Day,Ethics,14-Feb-20,https://knappily.com/ethics/a-scam-called-valentines-day-883
Racism spreads faster than the coronavirus,Ethics,05-Feb-20,https://knappily.com/ethics/racism-spreads-faster-than-the-coronavirus-739
The soft racism of Apu,Ethics,19-Jan-20,https://knappily.com/ethics/the-soft-racism-of-apu-156
‘Re-educating’ the Uighur Muslims,Ethics,13-Jan-20,https://knappily.com/ethics/re-educating-the-uighur-muslims-467
Making elite institutes reserve faculty positions,Ethics,01-Jan-20,https://knappily.com/ethics/making-elite-institutes-reserve-faculty-positions-933
Revisiting the Salem Witch Trials,Ethics,18-Dec-19,https://knappily.com/ethics/revisiting-the-salem-witch-trials-459
The philosophy of melancholy,Ethics,14-Dec-19,https://knappily.com/ethics/the-philosophy-of-melancholy-357
India cheats more,Ethics,13-Dec-19,https://knappily.com/ethics/india-adultery-803
"Gandhi: Right is right, wrong is wrong",Ethics,09-Dec-19,https://knappily.com/ethics/gandhi-ethics-309
Being inhuman,Ethics,09-Dec-19,https://knappily.com/ethics/being-inhuman-717
The persecution of Ahmadis in Pakistan,Ethics,01-Dec-19,https://knappily.com/ethics/ahmadi-bajwa-697
"K-pop, spy cams and revenge porn",Ethics,29-Nov-19,https://knappily.com/ethics/goo-hara-965
Reversing the arrow of time,Ethics,24-Nov-19,https://knappily.com/ethics/reversing-time-323
The mysterious case of electoral bonds,Ethics,22-Nov-19,https://knappily.com/ethics/electoral-bonds-669
The hungry look of the poverty porn,Ethics,17-Nov-19,https://knappily.com/ethics/the-hungry-look-of-the-poverty-porn-949
Parkinson’s Law: why you can’t get anything done,Ethics,10-Nov-19,https://knappily.com/ethics/parkinsons-law-518
The art and science of escapism,Ethics,07-Nov-19,https://knappily.com/ethics/escapism-643
"Living, fighting and dying like a dog",Ethics,03-Nov-19,https://knappily.com/ethics/trump-dogs-622
Political ads: Mark Zuckerberg vs. Jack Dorsey,Ethics,01-Nov-19,https://knappily.com/ethics/twitter-political-408
"Infosys is in ethical crisis, again",Ethics,23-Oct-19,https://knappily.com/ethics/infosys-whistleblower-218
The slow death of the Indian circus,Ethics,22-Oct-19,https://knappily.com/ethics/circus-animal-686
Resignation Syndrome: Life Overtakes Me,Ethics,19-Oct-19,https://knappily.com/ethics/resignation-syndrome-308
Elephants never forget,Ethics,06-Oct-19,https://knappily.com/ethics/elephant-death-193
Ethics: East above West,Ethics,03-Oct-19,https://knappily.com/ethics/ethics-smarak-217
PMC scam: Just how rotten are India’s banks?,Ethics,30-Sep-19,https://knappily.com/ethics/pmc-scam-776
The ageless allure of The Prince,Ethics,26-Sep-19,https://knappily.com/ethics/the-prince-863
The case for the four-day work week,Ethics,24-Sep-19,https://knappily.com/ethics/four-day-week-312
"The black, brown and white of Justin Trudeau",Ethics,19-Sep-19,https://knappily.com/ethics/trudeau-blackface-152
Homeless in India,Ethics,18-Sep-19,https://knappily.com/ethics/india-homeless-661
Somalia is starving again,Ethics,14-Sep-19,https://knappily.com/ethics/somalia-famine-995
Trump creates a storm over a storm,Ethics,06-Sep-19,https://knappily.com/ethics/trump-sharpie-873
Questions Gogoi cannot escape,Ethics,19-Aug-19,https://knappily.com/ethics/questions-gogoi-cannot-escape-265
"Cometh the crisis, cometh the pilot",Ethics,17-Aug-19,https://knappily.com/ethics/damir-yusupov-968
Ensuring morality through probity,Ethics,16-Aug-19,https://knappily.com/ethics/probity-228
The Ebola cure is almost here,Ethics,13-Aug-19,https://knappily.com/ethics/ebola-drug-735
The disgusting case of Louise Porton,Ethics,02-Aug-19,https://knappily.com/ethics/louise-porton-945
"Boxing: the good, the bad and the deadly",Ethics,25-Jul-19,https://knappily.com/ethics/maxim-dadashev-887
J&J: hip joints don’t lie,Ethics,23-Jul-19,https://knappily.com/ethics/jj-hips-595
The shame from Srebrenica,Ethics,20-Jul-19,https://knappily.com/ethics/srebrenica-genocide-591
Kane Williamson: The Monk who lost a World Cup,Ethics,17-Jul-19,https://knappily.com/ethics/kane-williamson-195
The shameful bull run of Pamplona,Ethics,11-Jul-19,https://knappily.com/ethics/pamplona-bull-run-155
"Women’s football has arrived, or has it?",Ethics,09-Jul-19,https://knappily.com/ethics/womens-football-has-arrived-or-has-it-300
The lie detector that can lie,Ethics,07-Jul-19,https://knappily.com/ethics/polygraph-test-642
Joined at heart,Ethics,03-Jul-19,https://knappily.com/ethics/conjoined-twins-685
The tragic case of Vincent Lambert,Ethics,29-Jun-19,https://knappily.com/ethics/vincent-lambert-330
Better to be feared than loved?,Ethics,23-Jun-19,https://knappily.com/ethics/machiavelli-986
"Do magic, or die trying",Ethics,19-Jun-19,https://knappily.com/ethics/do-magic-or-die-trying-548
The hype and reality of Predictive Policing,Ethics,18-Jun-19,https://knappily.com/ethics/predictive-policing-891
The sickness of Chernobyl selfies,Ethics,12-Jun-19,https://knappily.com/ethics/chernobyl-selfies-934
Religion vs. Spirituality: Two paths to the same goal,Ethics,12-Jun-19,https://knappily.com/ethics/religion-spirituality-174
The nurse who murdered 200 patients,Ethics,07-Jun-19,https://knappily.com/ethics/the-nurse-who-murdered-200-patients-792
God: Man’s unsolved riddle,Ethics,05-Jun-19,https://knappily.com/ethics/indian-philosophy-729
All’s well that ends well,Ethics,04-Jun-19,https://knappily.com/ethics/utilitarianism-584
CRISPR can kill,Ethics,04-Jun-19,https://knappily.com/ethics/crispr-china-440
Max 737: A case of minimum ethics,Ethics,30-May-19,https://knappily.com/ethics/max-737-a-case-of-minimum-ethics-681
Boris Johnson in court over Brexit lies,Ethics,29-May-19,https://knappily.com/ethics/boris-brexit-291
The American art of selling weapons,Ethics,26-May-19,https://knappily.com/ethics/saudi-trump-arms-936
Pay it forward to some other brother,Ethics,20-May-19,https://knappily.com/ethics/morehouse-smith-325
Dutee Chand reveals she’s lesbian,Ethics,19-May-19,https://knappily.com/ethics/dutee-chand-reveals-shes-lesbian-610
The philosophy of melancholy,Ethics,18-May-19,https://knappily.com/ethics/sadness-681
Taiwan legalizes same sex marriage,Ethics,17-May-19,https://knappily.com/ethics/taiwan-gay-marriage-174
Alabama bans abortion,Ethics,15-May-19,https://knappily.com/ethics/us-abortion-763
How bad do you want it?,Ethics,15-May-19,https://knappily.com/ethics/infinite-tucker-888
The Uber IPO is upon us,Ethics,09-May-19,https://knappily.com/ethics/the-uber-ipo-is-upon-us-239
Sometimes you got to be a hero,Ethics,09-May-19,https://knappily.com/ethics/castillo-howell-198
The What-the-hell effect,Ethics,07-May-19,https://knappily.com/ethics/what-the-hell-735
The height of the minimum wage,Ethics,07-May-19,https://knappily.com/ethics/minimum-wage-147
Thailand crowns King Maha Vajiralongkorn,Ethics,05-May-19,https://knappily.com/ethics/thai-king-331
Mozambique: the tragedy after the tragedy,Ethics,01-May-19,https://knappily.com/ethics/mozambique-cyclone-262
T N Seshan: Be the change,Ethics,01-May-19,https://knappily.com/ethics/tn-seshan-607
When an airline falls,Ethics,27-Apr-19,https://knappily.com/ethics/jet-airways-685
Just a matter of ethics,Ethics,22-Apr-19,https://knappily.com/ethics/ethics-football-302
Sepukku: death before dishonour,Ethics,19-Apr-19,https://knappily.com/ethics/sepukku-death-before-dishonour-276
"Karma, life’s most diligent accountant",Ethics,17-Apr-19,https://knappily.com/ethics/karma-837
Reversing the arrow of time,Ethics,11-Apr-19,https://knappily.com/ethics/reversing-the-arrow-of-time-954
Are we living in a computer simulation?,Ethics,10-Apr-19,https://knappily.com/ethics/are-we-living-in-a-computer-simulation-577
"Churchill, the mass murderer",Ethics,09-Apr-19,https://knappily.com/ethics/churchill-the-mass-murderer-167
We are done. Let’s return.,Ethics,08-Apr-19,https://knappily.com/ethics/we-are-done-lets-return-700
Those 100 days of hell,Ethics,07-Apr-19,https://knappily.com/ethics/rwanda-genocide-314
APJ: ethics begins from home,Ethics,06-Apr-19,https://knappily.com/ethics/apj-ethics-begins-from-home-823
The house of Hitler,Ethics,04-Apr-19,https://knappily.com/ethics/hitler-house-774
The philosophy of Adolf Hitler,Ethics,03-Apr-19,https://knappily.com/ethics/the-philosophy-of-adolf-hitler-793
A monumental debate,Ethics,03-Apr-19,https://knappily.com/ethics/a-monumental-debate-279
John Rawls: On Justice and Fairness,Ethics,02-Apr-19,https://knappily.com/ethics/john-rawls-on-justice-and-fairness-496
Aristotle: Of virtues and vices,Ethics,30-Mar-19,https://knappily.com/ethics/aristotle-of-virtues-and-vices-642
Utilitarianism: Shall we kill the fat man?,Ethics,28-Mar-19,https://knappily.com/ethics/utilitarianism-shall-we-kill-the-fat-man-490
"Gandhi: Right is right, wrong is wrong",Ethics,27-Mar-19,https://knappily.com/ethics/gandhi-right-is-right-wrong-is-wrong-228
Epicureanism: happiness lies in simple pleasures,Ethics,26-Mar-19,https://knappily.com/ethics/epicureanism-610
"Brother Peter, Best Teacher",Ethics,25-Mar-19,https://knappily.com/ethics/brother-peter-best-teacher-713
Death should have taken me,Ethics,25-Mar-19,https://knappily.com/ethics/survivors-guilt-661
Ethics in Hinduism: Do your Dharma,Ethics,24-Mar-19,https://knappily.com/ethics/ethics-in-hinduism-do-your-dharma-375
Enter Superman,Ethics,22-Mar-19,https://knappily.com/ethics/nietzsche-superman-801
Existentialism: You are the ocean in a drop,Ethics,21-Mar-19,https://knappily.com/ethics/existentialism-677
The art of buying elite admissions,Ethics,18-Mar-19,https://knappily.com/ethics/us-college-bribery-431
The art of slowing down CRISPR science,Ethics,16-Mar-19,https://knappily.com/ethics/crispr-189
Charity’s less-appealing side,Ethics,14-Mar-19,https://knappily.com/ethics/charity-658
Stoicism: Happiness is a choice,Ethics,10-Mar-19,https://knappily.com/ethics/stoicism-happiness-is-a-choice-850
"Tiger mother, tiger son",Ethics,10-Mar-19,https://knappily.com/ethics/tom-ballard-502
MeToo punishes forced hugging,Ethics,05-Mar-19,https://knappily.com/ethics/ted-baker-metoo-436
More hateful than hate crime,Ethics,22-Feb-19,https://knappily.com/ethics/jussie-smollett-634
Unconditional Surrender or Sexual Assault?,Ethics,20-Feb-19,https://knappily.com/ethics/unconditional-surrender-724
Shall we give a Nobel to Trump?,Ethics,18-Feb-19,https://knappily.com/ethics/trump-nobel-795
The art of kicking out Amazon,Ethics,17-Feb-19,https://knappily.com/ethics/amazon-new-york-429
"Courage, above all",Ethics,13-Feb-19,https://knappily.com/ethics/saragarhi-331
A Grammy for the dead DJ,Ethics,12-Feb-19,https://knappily.com/ethics/avicii-grammy-974
Executing them humanely,Ethics,09-Feb-19,https://knappily.com/ethics/ohio-execution-225
Ibrahima’s impossible choice,Ethics,07-Feb-19,https://knappily.com/ethics/conjoined-twins-243
The University that was not,Ethics,03-Feb-19,https://knappily.com/ethics/farmington-university-519
When Instagram kills,Ethics,28-Jan-19,https://knappily.com/ethics/instagram-suicide-961
Bangladesh meets the moment of truth,Ethics,14-Jan-19,https://knappily.com/ethics/bangladesh-garment-workers-287
Ending R. Kelly,Ethics,13-Jan-19,https://knappily.com/ethics/r-kelly-755
To hell with mediocrity,Ethics,04-Jan-19,https://knappily.com/ethics/mediocrity-796
GoFraudMe,Ethics,31-Dec-18,https://knappily.com/ethics/gofundme-fraud-404
The year Facebook wants to forget,Ethics,28-Dec-18,https://knappily.com/ethics/facebook-2018-scandals-350
Do you ‘still’ believe in Santa?,Ethics,25-Dec-18,https://knappily.com/ethics/trump-norad-santa-364
Then you must shake hands,Ethics,25-Dec-18,https://knappily.com/ethics/denmark-handshake-law-807
Pope Francis wants to clean up the Church,Ethics,22-Dec-18,https://knappily.com/ethics/pope-francis-sex-abuse-321
The mainstreaming of Fake News,Ethics,21-Dec-18,https://knappily.com/ethics/der-spiegel-fake-news-893
A generation of delivery boys and cab drivers,Ethics,13-Dec-18,https://knappily.com/ethics/zomato-delivery-575
Let Manohar Parrikar be,Ethics,12-Dec-18,https://knappily.com/ethics/manohar-parrikar-cancer-581
Finally a global pact on migration,Ethics,12-Dec-18,https://knappily.com/ethics/global-migration-pact-593
Sepukku: death before dishonour,Ethics,10-Dec-18,https://knappily.com/ethics/sepukku-samurai-bushido-302
The sins of King Leopold II,Ethics,09-Dec-18,https://knappily.com/ethics/king-leopold-belgium-256
The ship Aquarius gives up,Ethics,07-Dec-18,https://knappily.com/ethics/aquarius-migrant-ship-718
Pigeons: The other city dwellers,Ethics,04-Dec-18,https://knappily.com/ethics/pigeons-141
No animals in the Great Indian Circus,Ethics,02-Dec-18,https://knappily.com/ethics/circus-animals-india-321
The Implant Files: Medtronic,Ethics,01-Dec-18,https://knappily.com/ethics/medtronic-insulin-pump-862
Which ‘India’ are we talking about?,Ethics,29-Nov-18,https://knappily.com/ethics/india-inequality-210
The birth of designer babies,Ethics,28-Nov-18,https://knappily.com/ethics/crispr-china-625
The philosophy of Adolf Hitler,Ethics,28-Nov-18,https://knappily.com/ethics/hitler-nietzsche-259
The revenge of the Sentinelese,Ethics,23-Nov-18,https://knappily.com/ethics/sentinelese-chau-andaman-923
Justice for Hoa Hakananai'a,Ethics,21-Nov-18,https://knappily.com/ethics/hoa-hakananaia-easter-island-183
Nothing personal about Ivanka Trump,Ethics,21-Nov-18,https://knappily.com/ethics/ivanka-hillary-email-495
The unmaking of the Ghosn story,Ethics,20-Nov-18,https://knappily.com/ethics/carlos-ghosn-arrest-372
The bygones are not bygones,Ethics,16-Nov-18,https://knappily.com/ethics/pol-pot-khmer-rouge-688
Menthol is uncool with smoke,Ethics,13-Nov-18,https://knappily.com/ethics/menthol-ecigarette-ban-471
The ethics of drone attacks,Ethics,11-Nov-18,https://knappily.com/ethics/us-drone-deaths-481
The philosophy of sailing,Ethics,09-Nov-18,https://knappily.com/ethics/sailing-philosophy-660
Tigress T1 vs. Avni,Ethics,05-Nov-18,https://knappily.com/ethics/avni-tigress-635
The void is waiting,Ethics,03-Nov-18,https://knappily.com/ethics/philosophy-of-death-953
MeToo invades Google,Ethics,01-Nov-18,https://knappily.com/ethics/google-walkouts-626
The ethics of AI art,Ethics,24-Oct-18,https://knappily.com/ethics/ai-generated-art-161
A Global Register of sexual predators,Ethics,18-Oct-18,https://knappily.com/ethics/global-register-aid-predators-937
Canada says yes to Cannabis,Ethics,18-Oct-18,https://knappily.com/ethics/canada-cannabis-legal-605
The making of the Clean Meat,Ethics,16-Oct-18,https://knappily.com/ethics/clean-meat-886
The philosophy of Money,Ethics,14-Oct-18,https://knappily.com/ethics/philosophy-of-money-322
The fantastic fall of Brandon Truaxe,Ethics,13-Oct-18,https://knappily.com/ethics/brandon-truaxe-deciem-371
Tanu vs. Nana,Ethics,08-Oct-18,https://knappily.com/ethics/tanushree-nana-patekar-metoo-342
The closure of Tsukiji fish market,Ethics,07-Oct-18,https://knappily.com/ethics/tsukiji-fish-market-865
Ronaldo meets #MeToo,Ethics,05-Oct-18,https://knappily.com/ethics/ronaldo-rape-metoo-374
India begins to deport the Rohingya,Ethics,04-Oct-18,https://knappily.com/ethics/india-rohingya-deportation-907
Believe in something,Ethics,02-Oct-18,https://knappily.com/ethics/kaepernick-nike-ad-855
Facebook deals with another crisis,Ethics,30-Sep-18,https://knappily.com/ethics/facebook-hacking-276
The taint on the blue helmet,Ethics,30-Sep-18,https://knappily.com/ethics/un-peacekeeper-abuse-945
The decriminalisation of dagga,Ethics,27-Sep-18,https://knappily.com/world/south-africa-cannabis-legal-803
Padma Lakshmi too,Ethics,26-Sep-18,https://knappily.com/ethics/padma-lakshmi-rape-metoo-940
The CEO always earns more,Ethics,20-Sep-18,https://knappily.com/ethics/india-ceo-salaries-156
